"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"2100000000240","국민의힘",276,25,1,8,0.76331090927124,0.916129032258065,0.70104718208313,-0.695547819137573,0,0,0
"2100000000241","더불어민주당",282,1,0,0,0.950946807861328,0.996466431095406,0.294110178947449,0.0255648083984852,0,0,0
"2100000000242","국민의힘",153,5,0,0,0.88714075088501,0.968354430379747,0.441448718309402,0.320139616727829,0,0,0
"2100000000243","더불어민주당",286,2,0,0,0.952102065086365,0.993055555555556,0.349039018154144,0.0285241305828094,0,0,0
"2100000000244","국민의힘",261,6,0,6,0.882679343223572,0.978021978021978,0.641684174537659,-0.362306892871857,0,0,0
"2100000000246","국민의힘",262,0,0,0,0.963082671165466,1,0.37936395406723,-0.130333125591278,0,0,0
"2100000000247","국민의힘",37,2,0,0,0.838193535804749,0.948717948717949,0.568532049655914,-0.572998106479645,0,0,0
"2100000000248","더불어민주당",303,2,0,0,0.947763085365295,0.99344262295082,0.284917742013931,0.0804948359727859,0,0,0
"2100000000249","더불어민주당",216,18,5,11,0.786358416080475,0.908,-0.340605854988098,-0.464442998170853,0,0,0
"2100000000250","더불어민주당",272,14,1,4,0.854474723339081,0.948453608247423,-0.0941607505083084,0.0827013477683067,0,0,0
"2100000000251","더불어민주당",302,13,2,14,0.875802576541901,0.954682779456193,-0.282831907272339,0.395505636930466,0,0,0
"2100000000252","국민의힘",267,7,0,6,0.879181206226349,0.975,0.651430726051331,-0.419468581676483,0,0,0
"2100000000253","국민의힘",265,30,8,6,0.731221973896027,0.877022653721683,0.608429670333862,-0.7819744348526,0,0,0
"2100000000254","국민의힘",252,12,2,13,0.831415772438049,0.949820788530466,0.865402817726135,-0.210832342505455,0,0,0
"2100000000255","국민의힘",149,12,0,5,0.752002239227295,0.927710843373494,0.776823341846466,0.629718720912933,0,0,0
"2100000000256","더불어민주당",286,12,1,2,0.875962972640991,0.956810631229236,-0.0534743964672089,-0.216927573084831,0,0,0
"2100000000257","더불어민주당",241,30,7,13,0.733379244804382,0.872852233676976,-0.437666326761246,0.358966380357742,0,0,0
"2100000000258","무소속",97,11,1,2,0.773926258087158,0.891891891891892,-0.362930923700333,-0.235432013869286,0,0,0
"2100000000259","더불어민주당",109,0,0,0,0.965745329856873,1,0.323361456394196,-0.228446900844574,0,0,0
"2100000000260","국민의힘",116,2,0,1,0.926035821437836,0.983193277310924,0.119859173893929,0.0391421094536781,0,0,0
"2100000000261","국민의힘",36,0,0,0,0.979478776454926,1,0.0600649751722813,-0.189660787582397,0,0,0
"2100000000262","국민의힘",138,3,0,0,0.907233119010925,0.978723404255319,0.282850235700607,0.174070477485657,0,0,0
"2100000000263","더불어민주당",309,3,0,0,0.940241277217865,0.990384615384615,0.383634328842163,0.300042003393173,0,0,0
"2100000000264","국민의힘",213,15,0,6,0.777148544788361,0.935897435897436,0.694471657276154,-0.479373693466187,0,0,0
"2100000000265","국민의힘",286,5,0,0,0.918509185314178,0.982817869415808,0.453080147504807,0.206973001360893,0,0,0
"2100000000266","더불어민주당",306,9,0,2,0.904870450496674,0.971608832807571,0.0587942041456699,0.325820028781891,0,0,0
"2100000000267","더불어민주당",275,29,7,4,0.771665513515472,0.885714285714286,-0.319239586591721,-0.310467630624771,0,0,0
"2100000000268","더불어민주당",166,8,1,0,0.819511651992798,0.948571428571429,0.179678574204445,0.11744786798954,0,0,0
"2100000000269","더불어민주당",145,10,0,5,0.827111899852753,0.9375,-0.427692621946335,0.261397033929825,0,0,0
"2100000000270","더불어민주당",296,14,0,5,0.863948404788971,0.955555555555556,-0.0398584119975567,0.257386177778244,0,0,0
"2100000000271","국민의힘",157,27,3,6,0.636402726173401,0.844559585492228,0.712673306465149,-0.701496183872223,0,0,0
"2100000000272","국민의힘",224,12,0,0,0.801169693470001,0.949152542372881,0.190572753548622,-0.44728097319603,0,0,0
"2100000000273","더불어민주당",260,8,0,0,0.899775862693787,0.970149253731343,0.0937646776437759,0.0541675537824631,0,0,0
"2100000000274","더불어민주당",277,2,0,1,0.95345401763916,0.992857142857143,0.22705502808094,-0.0261725131422281,0,0,0
"2100000000275","국민의힘",217,15,0,8,0.79356575012207,0.9375,0.799136459827423,-0.460122495889664,0,0,0
"2100000000276","국민의힘",210,10,0,0,0.821793258190155,0.954545454545455,0.399924844503403,-0.0254662241786718,0,0,0
"2100000000277","더불어민주당",158,16,5,15,0.804984986782074,0.891752577319588,-0.585934460163116,0.743250787258148,0,0,0
"2100000000278","국민의힘",38,0,0,0,0.979914605617523,1,0.397872447967529,-0.0129618244245648,0,0,0
"2100000000279","국민의힘",205,12,0,0,0.864489376544952,0.944700460829493,0.761160552501678,0.398167133331299,0,0,0
"2100000000280","무소속",139,4,0,0,0.898387849330902,0.972027972027972,0.554432213306427,0.163409754633904,0,0,0
"2100000000281","국민의힘",152,16,0,1,0.737987160682678,0.905325443786982,0.621951103210449,0.510006248950958,0,0,0
"2100000000282","국민의힘",226,19,0,0,0.776279151439667,0.922448979591837,0.637986063957214,-0.583956122398376,0,0,0
"2100000000283","국민의힘",215,18,1,2,0.756776452064514,0.919491525423729,0.787095546722412,0.249088019132614,0,0,0
"2100000000284","더불어민주당",264,4,0,1,0.935310661792755,0.985130111524164,0.215703904628754,-0.0697870180010796,0,0,0
"2100000000285","더불어민주당",194,9,3,1,0.86527943611145,0.942028985507246,-0.0517866387963295,0.249355316162109,0,0,0
"2100000000286","더불어민주당",189,13,2,7,0.800810277462006,0.928909952606635,-0.212756171822548,0.977105319499969,0,0,0
"2100000000287","더불어민주당",247,19,3,9,0.801169276237488,0.920863309352518,-0.358377516269684,0.533608019351959,0,0,0
"2100000000288","국민의힘",163,30,0,11,0.686522245407104,0.852941176470588,0.601494193077087,-0.79887717962265,0,0,0
"2100000000289","더불어민주당",263,6,0,0,0.922639012336731,0.977695167286245,0.248059421777725,0.17940990626812,0,0,0
"2100000000290","더불어민주당",257,11,0,1,0.874090194702148,0.95910780669145,0.141417548060417,0.0211112797260284,0,0,0
"2100000000291","국민의힘",168,2,0,0,0.931934714317322,0.988235294117647,0.41140952706337,0.0571345575153828,0,0,0
"2100000000292","국민의힘",256,22,4,9,0.781766414642334,0.910652920962199,0.856321811676025,-0.0551201552152634,0,0,0
"2100000000293","더불어민주당",300,4,0,0,0.939625203609467,0.986842105263158,0.279262721538544,-0.0349127724766731,0,0,0
"2100000000294","더불어민주당",178,8,3,3,0.85556423664093,0.942708333333333,-0.00869289506226778,0.374852687120438,0,0,0
"2100000000295","더불어민주당",229,3,1,3,0.935686528682709,0.983050847457627,0.136055514216423,0.49839785695076,0,0,0
"2100000000296","더불어민주당",301,3,0,0,0.94139963388443,0.990131578947368,0.323002815246582,0.0268626641482115,0,0,0
"2100000000298","무소속",180,21,2,9,0.730498015880585,0.891509433962264,0.889745712280273,-0.337817430496216,0,0,0
"2100000000299","더불어민주당",261,7,0,3,0.922941088676453,0.974169741697417,-0.0778492018580437,0.163938477635384,0,0,0
"2100000000300","더불어민주당",145,3,0,0,0.93846195936203,0.97972972972973,0.310352653264999,-0.175012901425362,0,0,0
"2100000000301","더불어민주당",147,6,1,7,0.861008405685425,0.956521739130435,-0.153627097606659,0.688663005828857,0,0,0
"2100000000302","국민의힘",256,43,2,13,0.652904570102692,0.856687898089172,0.856924891471863,0.263331174850464,0,0,0
"2100000000303","국민의힘",200,13,0,0,0.811660468578339,0.938967136150235,0.64519464969635,-0.687183380126953,0,0,0
"2100000000304","국민의힘",329,3,0,0,0.930834889411926,0.990963855421687,0.410652190446854,0.0933613255620003,0,0,0
"2100000000305","국민의힘",215,5,0,6,0.885796189308167,0.97787610619469,0.677241861820221,-0.443044632673264,0,0,0
"2100000000306","국민의힘",110,1,0,0,0.963783383369446,0.990990990990991,0.276913404464722,-0.0281020421534777,0,0,0
"2100000000307","국민의힘",315,8,0,6,0.887377202510834,0.975683890577508,0.653715014457703,-0.348558604717255,0,0,0
"2100000000308","국민의힘",199,8,0,1,0.858499348163605,0.961538461538462,0.631483495235443,-0.419980019330978,0,0,0
"2100000000309","더불어민주당",152,1,0,1,0.954874575138092,0.993506493506494,0.161549270153046,0.0297445002943277,0,0,0
"2100000000310","국민의힘",169,25,2,0,0.682860493659973,0.862244897959184,0.20761926472187,0.978209733963013,0,0,0
"2100000000311","국민의힘",243,1,0,5,0.931078016757965,0.995983935742972,0.611054420471191,-0.383376747369766,0,0,0
"2100000000312","국민의힘",218,21,3,4,0.727042615413666,0.902439024390244,0.637619256973267,-0.515757083892822,0,0,0
"2100000000313","국민의힘",225,3,0,6,0.91069769859314,0.987179487179487,0.658486783504486,-0.364026844501495,0,0,0
"2100000000314","더불어민주당",273,7,0,1,0.9178346991539,0.97508896797153,0.161833703517914,0.0284453444182873,0,0,0
"2100000000315","국민의힘",249,6,1,5,0.874734222888947,0.973180076628352,0.600290238857269,-0.378030747175217,0,0,0
"2100000000316","진보당",127,28,8,27,0.70346987247467,0.810526315789474,-0.75861269235611,0.651541948318481,0,0,0
"2100000000317","더불어민주당",84,14,3,9,0.651887595653534,0.845454545454545,-0.411225825548172,0.911533534526825,0,0,0
"2100000000318","국민의힘",77,1,0,0,0.923546493053436,0.987179487179487,0.388038069009781,-0.0282178893685341,0,0,0
