,HG_NM,HJ_NM,POLY_NM,ORIG_NM,MEMBER_NO,POLY_CD,ORIG_CD,VOTE_DATE,BILL_NO,BILL_NAME,BILL_ID,LAW_TITLE,CURR_COMMITTEE,RESULT_VOTE_MOD,DEPT_CD,CURR_COMMITTEE_ID,DISP_ORDER,BILL_URL,BILL_NAME_URL,SESSION_CD,CURRENTS_CD,AGE,MONA_CD
10,최혜영,崔惠英,더불어민주당,비례대표,2100000000277,101182,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771267,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,QD25323M
11,노용호,魯容昊,국민의힘,비례대표,2100000000307,101210,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771294,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,JVB6983V
12,정경희,丁慶姬,국민의힘,비례대표,2100000000239,101210,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771245,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,USR7059P
13,고영인,高永寅,더불어민주당,경기 안산시단원구갑,2100000000012,101182,080039,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771180,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,4XG1439M
14,강민정,姜旼姃,더불어민주당,비례대표,2100000000005,101182,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771283,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,P2N50879
15,최형두,崔炯斗,국민의힘,경남 창원시마산합포구,2100000000276,101210,160123,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771231,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,A0P4646G
16,배진교,裵晋敎,정의당,비례대표,2100000000111,101180,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771277,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,A2V51235
17,이장섭,李將燮,더불어민주당,충북 청주시서원구,2100000000210,101182,110039,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771201,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,7I09543O
18,구자근,具滋根,국민의힘,경북 구미시갑,2100000000015,101210,150010,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771224,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,7469929V
19,김용민,金容民,더불어민주당,경기 남양주시병,2100000000055,101182,080188,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771186,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,OFE45081
20,황희,黃熙,더불어민주당,서울 양천구갑,2100000000300,101182,010042,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770936,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,0VU8517U
21,윤호중,尹昊重,더불어민주당,경기 구리시,2100000000180,101182,080051,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,불참,9770876,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,M0A1658U
22,강준현,康準鉉,더불어민주당,세종특별자치시을,2100000000009,101182,210026,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771168,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,5KV96424
23,강병원,姜炳遠,더불어민주당,서울 은평구을,2100000000006,101182,010033,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770933,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,60490713
24,김태년,金太年,더불어민주당,경기 성남시수정구,2100000000068,101182,080007,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770741,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,1WE5693J
25,심상정,沈相정,정의당,경기 고양시갑,2100000000140,101180,080191,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770869,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,SU53086M
26,서일준,徐一俊,국민의힘,경남 거제시,2100000000122,101210,160019,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771236,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,MR210505
27,윤창현,尹暢賢,국민의힘,비례대표,2100000000178,101210,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771240,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,40E3739H
28,장경태,張耿態,더불어민주당,서울 동대문구을,2100000000229,101182,010014,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771110,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,RPN2293B
29,조은희,趙恩禧,국민의힘,서울 서초구갑,2100000000303,101210,010065,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771292,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,MQU41854
30,노웅래,盧雄來,더불어민주당,서울 마포구갑,2100000000078,101182,010039,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770753,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,0827740Q
31,김영주,金榮珠,더불어민주당,서울 영등포구갑,2100000000051,101182,010056,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770975,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,0W194007
32,류호정,柳好貞,정의당,비례대표,2100000000081,101180,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771274,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,NCP9875N
33,최기상,崔基相,더불어민주당,서울 금천구,2100000000270,101182,010053,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771119,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,I5I2468R
34,정필모,鄭必模,더불어민주당,비례대표,2100000000251,101182,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771264,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,3425169D
35,서병수,徐秉洙,국민의힘,부산 부산진구갑,2100000000118,101210,020006,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771133,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,CT85313K
36,김승원,金勝源,더불어민주당,경기 수원시갑,2100000000048,101182,080098,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771169,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,ATB59635
37,정찬민,鄭燦敏,국민의힘,경기 용인시갑,2100000000247,101210,080067,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,불참,9771189,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,SBK1544B
38,양기대,梁基大,더불어민주당,경기 광명시을,2100000000147,101182,080030,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771178,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,KUO3574J
39,박수영,朴洙瑩,국민의힘,부산 남구갑,2100000000098,101210,020011,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771135,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,FU87526G
40,주호영,朱豪英,국민의힘,대구 수성구갑,2100000000264,101210,030014,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,불참,9770883,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,8SV6917G
41,진선미,陳善美,더불어민주당,서울 강동구갑,2100000000266,101182,010076,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9770852,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,68P7228G
42,김태호,金台鎬,국민의힘,경남 산청군함양군거창군합천군,2100000000069,101210,160125,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,불참,9771237,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,P0F1530P
43,박성준,朴省俊,더불어민주당,서울 중구성동구을,2100000000096,101182,010097,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,찬성,9771107,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,IL74008M
44,김예지,金睿智,국민의힘,비례대표,2100000000054,101210,240001,20230323 152233,2120796,아동·청소년의 성보호에 관한 법률 일부개정법률안(대안),PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,아동·청소년의 성보호에 관한 법률,여성가족위원회,불참,9771249,9700342,0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2E3E0V2Y1Z5O1B9V3G9N1C6I8T3T0,404,1,21,CNZ51556
