"","party","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","coord2D","se1D","se2D","corr.1"
"2100000000053","더불어민주당",530,4,0,0,0.959756910800934,0.99250936329588,-0.514982461929321,0.205724194645882,0,0,0
"2100000000054","국민의힘",423,46,1,16,0.745261609554291,0.903292181069959,0.347756505012512,-0.0827036499977112,0,0,0
"2100000000055","더불어민주당",488,2,0,0,0.977466225624084,0.995918367346939,-0.504912853240967,-0.0455067716538906,0,0,0
"2100000000056","국민의힘",307,94,37,77,0.603468179702759,0.745631067961165,0.648201823234558,-0.358758419752121,0,0,0
"2100000000057","국민의힘",104,68,56,217,0.59528911113739,0.721348314606742,0.937187671661377,-0.348825603723526,0,0,0
"2100000000058","더불어민주당",520,6,0,0,0.944543540477753,0.988593155893536,-0.312631487846375,-0.00810810551047325,0,0,0
"2100000000059","더불어민주당",511,3,0,0,0.97078537940979,0.994163424124514,-0.387841194868088,-0.206023529171944,0,0,0
"2100000000060","국민의힘",93,39,17,70,0.624007344245911,0.744292237442922,0.790357649326324,-0.61264568567276,0,0,0
"2100000000061","국민의힘",402,40,0,20,0.764502048492432,0.913419913419913,0.372957527637482,0.356733620166779,0,0,0
"2100000000062","더불어민주당",503,5,0,0,0.949548184871674,0.990157480314961,-0.451019823551178,0.481573611497879,0,0,0
"2100000000063","무소속",236,1,0,0,0.976354897022247,0.9957805907173,-0.988589942455292,-0.150631859898567,0,0,0
"2100000000064","더불어민주당",468,16,1,2,0.876058459281921,0.965092402464066,-0.0752465054392815,-0.291110128164291,0,0,0
"2100000000065","열린민주당",163,4,0,0,0.908340334892273,0.976047904191617,-0.276512235403061,0.387001484632492,0,0,0
"2100000000066","무소속",481,5,0,0,0.951084315776825,0.989711934156379,-0.419056743383408,0.598408281803131,0,0,0
"2100000000067","더불어민주당",519,12,0,2,0.899633646011353,0.977485928705441,-0.691127836704254,-0.722732424736023,0,0,0
"2100000000068","더불어민주당",327,1,0,0,0.987766742706299,0.996951219512195,-0.628825545310974,0.0698668286204338,0,0,0
"2100000000069","국민의힘",78,6,0,3,0.840042233467102,0.931034482758621,0.280813127756119,0.326764643192291,0,0,0
"2100000000070","국민의힘",116,34,15,48,0.60003387928009,0.769953051643192,0.690771043300629,0.475207149982452,0,0,0
"2100000000071","더불어민주당",352,0,0,0,0.99625962972641,1,-0.872212886810303,0.130984589457512,0,0,0
"2100000000072","국민의힘",431,67,4,19,0.713952958583832,0.863723608445297,0.42605996131897,0.132266104221344,0,0,0
"2100000000073","더불어민주당",385,6,0,2,0.951949536800385,0.984732824427481,-0.178704723715782,-0.434102058410645,0,0,0
"2100000000074","더불어민주당",467,2,0,0,0.978335976600647,0.995735607675906,-0.507725775241852,0.05882553383708,0,0,0
"2100000000075","국민의힘",378,13,1,6,0.86790543794632,0.964824120603015,0.0576537139713764,0.207485169172287,0,0,0
"2100000000076","국민의힘",416,13,0,10,0.88183730840683,0.970387243735763,0.106633372604847,-0.00514919217675924,0,0,0
"2100000000077","더불어민주당",487,4,0,2,0.969580054283142,0.991886409736308,-0.362696617841721,-0.624351978302002,0,0,0
"2100000000078","더불어민주당",522,7,0,0,0.937726736068726,0.986767485822306,-0.307245492935181,0.326350837945938,0,0,0
"2100000000079","더불어민주당",499,3,0,0,0.980642259120941,0.99402390438247,-0.498383492231369,-0.428025960922241,0,0,0
"2100000000080","국민의힘",426,41,9,32,0.739463269710541,0.901574803149606,0.36678272485733,-0.790890276432037,0,0,0
"2100000000081","정의당",495,24,2,6,0.870976805686951,0.950664136622391,0.00783998519182205,-0.692764699459076,0,0,0
"2100000000082","더불어민주당",530,0,0,0,0.993487596511841,1,-0.569527387619019,0.0886802524328232,0,0,0
"2100000000083","더불어민주당",433,5,0,0,0.945033609867096,0.988584474885845,-0.414726763963699,0.520913779735565,0,0,0
"2100000000084","더불어민주당",479,18,3,2,0.835032939910889,0.958167330677291,-0.307388752698898,-0.863783717155457,0,0,0
"2100000000085","더불어민주당",402,3,0,0,0.966780185699463,0.992592592592593,-0.580028891563416,-0.228437229990959,0,0,0
"2100000000086","더불어민주당",496,12,0,3,0.92048567533493,0.976516634050881,-0.813365340232849,0.581753253936768,0,0,0
"2100000000087","더불어민주당",469,15,0,0,0.880513250827789,0.96900826446281,-0.146586641669273,0.754626452922821,0,0,0
"2100000000088","더불어민주당",467,4,0,0,0.964407861232758,0.991507430997877,-0.524195671081543,0.258103787899017,0,0,0
"2100000000089","국민의힘",353,53,4,17,0.690190851688385,0.866510538641686,0.397221922874451,-0.37602823972702,0,0,0
"2100000000090","국민의힘",80,64,42,190,0.610513269901276,0.718085106382979,0.950703978538513,-0.31009978055954,0,0,0
"2100000000091","국민의힘",53,3,0,2,0.832662284374237,0.948275862068966,0.151239722967148,0.238658562302589,0,0,0
"2100000000092","더불어민주당",281,1,0,0,0.979953229427338,0.99645390070922,-0.958525121212006,0.285008132457733,0,0,0
"2100000000093","더불어민주당",299,1,0,0,0.983134090900421,0.996666666666667,-0.465040981769562,0.287845939397812,0,0,0
"2100000000094","더불어민주당",482,6,0,3,0.958417356014252,0.987780040733198,-0.867574691772461,0.497307002544403,0,0,0
"2100000000095","국민의힘",320,23,1,14,0.798191606998444,0.932960893854749,0.244290739297867,-0.173047035932541,0,0,0
"2100000000096","더불어민주당",466,10,0,0,0.906915783882141,0.978991596638655,-0.287693351507187,0.756754279136658,0,0,0
"2100000000097","국민의힘",84,35,30,136,0.625774562358856,0.771929824561403,0.909345209598541,-0.303509593009949,0,0,0
"2100000000098","국민의힘",362,92,32,37,0.626120865345001,0.762906309751434,0.553876280784607,0.0430006086826324,0,0,0
"2100000000099","더불어민주당",500,15,3,2,0.892538607120514,0.965384615384615,-0.152732193470001,-0.689526081085205,0,0,0
"2100000000100","국민의힘",278,68,17,91,0.618359625339508,0.812775330396476,0.665070295333862,-0.078776478767395,0,0,0
"2100000000101","무소속",516,6,0,0,0.94109696149826,0.988505747126437,-0.532903850078583,-0.380807042121887,0,0,0
"2100000000102","더불어민주당",527,5,0,1,0.957079470157623,0.9906191369606,-0.264602988958359,-0.321994632482529,0,0,0
"2100000000103","더불어민주당",396,0,0,0,0.995889604091644,1,-0.853314578533173,0.219034150242805,0,0,0
"2100000000104","더불어민주당",530,2,0,0,0.980286419391632,0.996240601503759,-0.532032549381256,0.0780628249049187,0,0,0
"2100000000105","더불어민주당",406,4,0,1,0.947272956371307,0.990267639902676,-0.485991567373276,0.873963475227356,0,0,0
"2100000000106","국민의힘",451,20,0,9,0.874749839305878,0.958333333333333,0.144324734807014,-0.210464879870415,0,0,0
"2100000000107","더불어민주당",479,5,0,0,0.94685298204422,0.989669421487603,-0.414232045412064,0.599571228027344,0,0,0
"2100000000108","국민의힘",416,46,0,17,0.749731540679932,0.903966597077244,0.357981443405151,0.145699337124825,0,0,0
"2100000000109","더불어민주당",430,2,0,1,0.980156362056732,0.995381062355658,-0.545720398426056,-0.590529978275299,0,0,0
"2100000000110","국민의힘",287,69,18,25,0.632762849330902,0.781954887218045,0.509401917457581,-0.532287299633026,0,0,0
"2100000000111","정의당",495,20,1,7,0.881795227527618,0.959847036328872,-0.0404957197606564,-0.720505952835083,0,0,0
"2100000000112","국민의힘",253,50,5,44,0.660075724124908,0.84375,0.551588535308838,0.435712218284607,0,0,0
"2100000000113","국민의힘",434,17,1,12,0.874696671962738,0.961206896551724,0.152347251772881,-0.0622061342000961,0,0,0
"2100000000114","더불어민주당",483,0,0,0,0.99394828081131,1,-0.573917627334595,0.0348163209855556,0,0,0
"2100000000115","더불어민주당",413,3,0,0,0.957597851753235,0.992788461538462,-0.536273717880249,0.255096942186356,0,0,0
"2100000000116","더불어민주당",525,9,0,0,0.927776217460632,0.98314606741573,-0.339595198631287,0.58242529630661,0,0,0
"2100000000117","국민의힘",483,27,1,14,0.846135139465332,0.946666666666667,0.213914856314659,-0.267909973859787,0,0,0
"2100000000118","국민의힘",357,57,5,26,0.680107772350311,0.860674157303371,0.435170501470566,0.542208015918732,0,0,0
"2100000000119","더불어민주당",532,1,0,0,0.984664142131805,0.99812382739212,-0.545802474021912,0.11217338591814,0,0,0
"2100000000120","더불어민주당",483,2,0,0,0.97642457485199,0.995876288659794,-0.496740072965622,0.533684313297272,0,0,0
"2100000000121","더불어민주당",525,2,0,0,0.973721027374268,0.996204933586338,-0.529362261295319,0.340028345584869,0,0,0
"2100000000122","국민의힘",401,60,6,16,0.71136611700058,0.863354037267081,0.397533446550369,-0.416081726551056,0,0,0
"2100000000123","국민의힘",290,67,28,72,0.628914773464203,0.792122538293217,0.599483013153076,-0.619409680366516,0,0,0
"2100000000124","더불어민주당",529,1,0,0,0.98950207233429,0.99811320754717,-0.599837362766266,-0.412906736135483,0,0,0
"2100000000125","국민의힘",320,42,3,17,0.747337162494659,0.882198952879581,0.382166236639023,-0.441703677177429,0,0,0
"2100000000126","더불어민주당",494,0,0,0,0.993445754051208,1,-0.563103199005127,0.100461229681969,0,0,0
"2100000000127","더불어민주당",521,3,0,0,0.979507267475128,0.994274809160305,-0.31257176399231,-0.154714167118073,0,0,0
"2100000000128","더불어민주당",432,0,0,0,0.993438839912415,1,-0.563020884990692,0.101253740489483,0,0,0
"2100000000129","더불어민주당",449,6,0,0,0.94014436006546,0.986813186813187,-0.353517442941666,-0.323534995317459,0,0,0
"2100000000130","국민의힘",471,21,0,8,0.852996349334717,0.958,0.14768785238266,-0.273294806480408,0,0,0
"2100000000131","국민의힘",69,6,0,16,0.779249608516693,0.934065934065934,0.517129838466644,-0.342202544212341,0,0,0
"2100000000132","더불어민주당",426,7,0,0,0.919412732124329,0.983833718244804,-0.324644505977631,0.187609106302261,0,0,0
"2100000000133","더불어민주당",507,3,0,1,0.972727656364441,0.99412915851272,-0.561367332935333,-0.481766492128372,0,0,0
"2100000000134","더불어민주당",261,5,0,0,0.914303839206696,0.981203007518797,-0.30096822977066,0.743107199668884,0,0,0
"2100000000135","더불어민주당",455,5,0,1,0.956623554229736,0.989154013015184,-0.325473785400391,-0.423044979572296,0,0,0
"2100000000136","더불어민주당",507,5,0,0,0.939181566238403,0.990234375,-0.431646168231964,-0.439039528369904,0,0,0
"2100000000137","국민의힘",243,59,20,74,0.630938470363617,0.80050505050505,0.657353341579437,-0.125485137104988,0,0,0
"2100000000138","더불어민주당",515,4,0,0,0.96460348367691,0.992292870905588,-0.577717661857605,-0.229264378547668,0,0,0
"2100000000139","더불어민주당",475,1,0,0,0.989465177059174,0.997899159663866,-0.67908787727356,-0.0869412049651146,0,0,0
"2100000000140","정의당",369,11,1,7,0.906589031219482,0.969072164948454,-0.0690769851207733,-0.694676041603088,0,0,0
"2100000000141","더불어민주당",498,3,0,0,0.9632967710495,0.994011976047904,-0.512997508049011,0.357077419757843,0,0,0
"2100000000142","더불어민주당",519,1,0,0,0.983889758586884,0.998076923076923,-0.547181248664856,0.199558824300766,0,0,0
"2100000000143","국민의힘",197,69,43,138,0.587800085544586,0.749440715883669,0.779238939285278,-0.613700747489929,0,0,0
"2100000000144","더불어민주당",524,4,0,0,0.96843159198761,0.992424242424242,-0.332682818174362,-0.279088228940964,0,0,0
"2100000000145","더불어민주당",532,2,0,0,0.97596263885498,0.99625468164794,-0.493865579366684,0.299405157566071,0,0,0
"2100000000146","국민의힘",263,85,41,80,0.597116231918335,0.73134328358209,0.667609214782715,0.476484626531601,0,0,0
"2100000000147","더불어민주당",527,1,0,0,0.98999547958374,0.998106060606061,-0.61220920085907,-0.201216697692871,0,0,0
"2100000000148","더불어민주당",514,12,1,2,0.914882600307465,0.975425330812854,-0.200811862945557,-0.59159255027771,0,0,0
"2100000000149","무소속",504,10,0,1,0.908813714981079,0.980582524271845,-0.392839014530182,0.919607281684875,0,0,0
"2100000000150","한국의희망",521,1,0,0,0.983891785144806,0.998084291187739,-0.533193171024323,0.235503941774368,0,0,0
"2100000000151","더불어민주당",529,4,0,1,0.971693634986877,0.99250936329588,-0.294282197952271,-0.373208522796631,0,0,0
"2100000000152","국민의힘",312,39,3,20,0.72509777545929,0.887700534759358,0.372223913669586,0.338576912879944,0,0,0
"2100000000153","더불어민주당",506,5,0,1,0.950760245323181,0.990234375,-0.479801863431931,-0.568283796310425,0,0,0
"2100000000154","더불어민주당",478,2,0,1,0.97444611787796,0.995841995841996,-0.560210406780243,-0.497046172618866,0,0,0
"2100000000155","더불어민주당",420,2,0,0,0.967802762985229,0.995260663507109,-0.52163702249527,0.170412927865982,0,0,0
"2100000000156","기본소득당",431,39,8,4,0.730339169502258,0.902489626556017,0.160256639122963,-0.613663196563721,0,0,0
"2100000000157","더불어민주당",445,2,0,0,0.984402596950531,0.995525727069351,-0.356299728155136,-0.316023945808411,0,0,0
"2100000000158","더불어민주당",252,5,0,0,0.914057493209839,0.980544747081712,-0.276217848062515,0.380244672298431,0,0,0
"2100000000159","더불어민주당",507,15,1,3,0.879545271396637,0.96958174904943,-0.0705587416887283,-0.433348149061203,0,0,0
"2100000000160","국민의힘",230,75,52,100,0.580922961235046,0.722100656455142,0.681526482105255,0.72200733423233,0,0,0
"2100000000161","더불어민주당",408,1,0,0,0.982670843601227,0.997555012224939,-0.653171598911285,0.338596701622009,0,0,0
"2100000000162","더불어민주당",493,5,0,0,0.944392025470734,0.98995983935743,-0.423554182052612,0.56718510389328,0,0,0
"2100000000163","국민의힘",146,60,42,97,0.553518414497375,0.704347826086957,0.766264140605927,0.538496375083923,0,0,0
"2100000000164","국민의힘",292,59,16,82,0.670931816101074,0.832962138084632,0.612198948860168,-0.790703773498535,0,0,0
"2100000000165","더불어민주당",518,5,0,0,0.960562944412231,0.990439770554493,-0.394453555345535,-0.323234528303146,0,0,0
"2100000000166","더불어민주당",460,1,0,1,0.984546542167664,0.997835497835498,-0.586423218250275,-0.479856312274933,0,0,0
"2100000000167","무소속",532,0,0,0,0.993477702140808,1,-0.569528520107269,0.0886809900403023,0,0,0
"2100000000168","국민의힘",163,72,47,149,0.580230355262756,0.723897911832947,0.831917583942413,0.0418792404234409,0,0,0
"2100000000169","무소속",494,12,1,3,0.907285749912262,0.974509803921569,-0.408338993787766,-0.912830352783203,0,0,0
"2100000000170","국민의힘",106,2,0,0,0.937215566635132,0.981481481481482,-0.105234049260616,-0.284681141376495,0,0,0
"2100000000171","더불어민주당",516,12,0,3,0.921092987060547,0.977401129943503,-0.933424532413483,0.358773827552795,0,0,0
"2100000000172","국민의힘",117,7,1,1,0.825181305408478,0.936507936507937,0.1344014108181,0.737693905830383,0,0,0
"2100000000173","더불어민주당",514,7,0,1,0.931976020336151,0.986590038314176,-0.449140876531601,-0.496584266424179,0,0,0
"2100000000174","더불어민주당",507,1,0,0,0.98431658744812,0.998031496062992,-0.529072165489197,0.227949768304825,0,0,0
"2100000000175","국민의힘",480,24,0,13,0.862805783748627,0.95357833655706,0.190434351563454,-0.410261452198029,0,0,0
"2100000000176","국민의힘",310,84,38,61,0.622166037559509,0.752535496957404,0.607159435749054,0.522569417953491,0,0,0
"2100000000177","더불어민주당",522,4,0,1,0.961507320404053,0.992409867172676,-0.562765896320343,-0.482693582773209,0,0,0
"2100000000178","국민의힘",495,20,0,15,0.866181433200836,0.962264150943396,0.180197030305862,0.223416686058044,0,0,0
"2100000000179","국민의힘",97,30,16,62,0.61771023273468,0.775609756097561,0.731154084205627,-0.0440149120986462,0,0,0
"2100000000180","더불어민주당",479,1,0,0,0.984443247318268,0.997916666666667,-0.545510172843933,-0.0983872190117836,0,0,0
"2100000000181","더불어민주당",452,2,0,0,0.975235283374786,0.995594713656388,-0.697268545627594,-0.144342646002769,0,0,0
"2100000000182","국민의힘",369,87,25,45,0.619550168514252,0.787072243346008,0.550420343875885,-0.380154222249985,0,0,0
"2100000000183","더불어민주당",519,1,0,0,0.983582615852356,0.998076923076923,-0.535622596740723,0.242937371134758,0,0,0
"2100000000184","더불어민주당",345,4,0,0,0.950610935688019,0.988538681948424,-0.533732831478119,-0.563835918903351,0,0,0
"2100000000185","더불어민주당",496,8,0,0,0.929214715957642,0.984126984126984,-0.319108605384827,0.77366042137146,0,0,0
"2100000000186","더불어민주당",226,8,0,0,0.853808104991913,0.965811965811966,-0.294975519180298,0.715851724147797,0,0,0
"2100000000187","국민의힘",335,21,1,5,0.825420558452606,0.939226519337017,0.194855019450188,-0.184315130114555,0,0,0
"2100000000188","더불어민주당",507,1,0,0,0.983779788017273,0.998031496062992,-0.562574148178101,0.267065554857254,0,0,0
"2100000000189","국민의힘",466,45,1,16,0.794487118721008,0.912878787878788,0.329742759466171,-0.126559525728226,0,0,0
"2100000000190","국민의힘",462,12,0,2,0.90934032201767,0.974789915966387,-0.0150499735027552,-0.0199174154549837,0,0,0
"2100000000191","더불어민주당",474,5,0,0,0.943429410457611,0.989561586638831,-0.449775010347366,0.00407828576862812,0,0,0
"2100000000192","국민의힘",319,4,0,0,0.942270398139954,0.987616099071207,-0.406300753355026,0.510592699050903,0,0,0
"2100000000193","무소속",221,9,1,0,0.865560948848724,0.956709956709957,-0.226817712187767,0.973937273025513,0,0,0
"2100000000194","더불어민주당",508,1,0,0,0.982502937316895,0.99803536345776,-0.554295063018799,0.115776874125004,0,0,0
"2100000000195","무소속",486,7,0,0,0.929791271686554,0.98580121703854,-0.333555310964584,0.479722797870636,0,0,0
"2100000000196","더불어민주당",480,8,0,2,0.933584153652191,0.983673469387755,-0.232295349240303,-0.370629817247391,0,0,0
"2100000000197","더불어민주당",521,2,0,0,0.980992197990417,0.996175908221797,-0.62981241941452,0.542064428329468,0,0,0
"2100000000198","더불어민주당",488,15,2,3,0.893464148044586,0.966535433070866,-0.175939828157425,-0.74957001209259,0,0,0
"2100000000199","국민의힘",393,23,2,11,0.827874720096588,0.941724941724942,0.217339769005775,0.171627193689346,0,0,0
"2100000000200","국민의힘",194,116,66,121,0.528496086597443,0.633802816901408,0.789970815181732,-0.0416425690054893,0,0,0
"2100000000201","국민의힘",263,52,15,28,0.662158310413361,0.812849162011173,0.479239732027054,0.683700680732727,0,0,0
"2100000000202","더불어민주당",524,1,0,0,0.984558582305908,0.998095238095238,-0.558488726615906,0.107996761798859,0,0,0
"2100000000203","더불어민주당",479,4,0,0,0.954923450946808,0.991718426501035,-0.436495870351791,-0.176527753472328,0,0,0
"2100000000204","더불어민주당",481,13,0,1,0.906596899032593,0.973737373737374,-0.422345995903015,0.906434714794159,0,0,0
"2100000000205","국민의힘",300,38,5,1,0.704849481582642,0.875,0.352095633745193,-0.152152121067047,0,0,0
"2100000000206","무소속",453,24,3,1,0.809545934200287,0.943866943866944,0.0181210562586784,-0.316854983568192,0,0,0
"2100000000207","더불어민주당",438,0,0,0,0.99351966381073,1,-0.530323266983032,0.0621934980154037,0,0,0
"2100000000208","정의당",495,24,2,6,0.868657112121582,0.950664136622391,0.00491295382380486,-0.700640439987183,0,0,0
"2100000000209","더불어민주당",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100000000210","더불어민주당",487,3,0,0,0.975873231887817,0.993877551020408,-0.340706080198288,-0.277666240930557,0,0,0
"2100000000211","더불어민주당",444,9,0,1,0.923545002937317,0.980176211453744,-0.167816132307053,-0.546070218086243,0,0,0
"2100000000212","더불어민주당",530,2,0,0,0.976166129112244,0.996240601503759,-0.514660596847534,0.508488178253174,0,0,0
"2100000000213","국민의힘",427,41,1,14,0.791959047317505,0.91304347826087,0.341072767972946,0.0708784535527229,0,0,0
"2100000000214","국민의힘",386,71,7,23,0.70662248134613,0.839835728952772,0.47248163819313,0.027149360626936,0,0,0
"2100000000215","국민의힘",415,46,7,22,0.74411553144455,0.891836734693878,0.358125686645508,0.675087988376617,0,0,0
"2100000000216","국민의힘",310,9,0,3,0.883798778057098,0.972049689440994,0.00971209723502398,0.339635133743286,0,0,0
"2100000000217","국민의힘",389,46,2,11,0.756815135478973,0.892857142857143,0.363484025001526,-0.262061923742294,0,0,0
"2100000000218","더불어민주당",474,13,1,1,0.91078120470047,0.971370143149284,-0.157454803586006,-0.479169815778732,0,0,0
"2100000000219","국민의힘",187,59,28,72,0.57929515838623,0.748554913294798,0.682052254676819,0.00247899163514376,0,0,0
"2100000000220","더불어민주당",427,2,0,0,0.969033896923065,0.995337995337995,-0.569156348705292,-0.0158564765006304,0,0,0
"2100000000221","더불어민주당",522,0,0,0,0.994714796543121,1,-0.747686624526978,0.109269343316555,0,0,0
"2100000000222","국민의힘",378,62,26,66,0.6575887799263,0.834586466165414,0.530773222446442,-0.834514737129211,0,0,0
"2100000000223","더불어민주당",524,6,1,0,0.955709874629974,0.986817325800377,-0.6362184882164,-0.438650906085968,0,0,0
"2100000000224","더불어민주당",499,4,0,0,0.964150965213776,0.992047713717694,-0.581576406955719,0.335724294185638,0,0,0
"2100000000225","더불어민주당",532,1,0,0,0.988984167575836,0.99812382739212,-0.582495033740997,-0.0689668208360672,0,0,0
"2100000000226","국민의힘",468,33,0,14,0.827484965324402,0.935922330097087,0.284987539052963,0.472453087568283,0,0,0
"2100000000227","더불어민주당",525,4,0,1,0.968401372432709,0.992452830188679,-0.460643976926804,-0.543042838573456,0,0,0
"2100000000228","더불어민주당",519,2,0,0,0.976825475692749,0.99616122840691,-0.672091901302338,0.278945326805115,0,0,0
"2100000000229","더불어민주당",509,1,0,4,0.98993593454361,0.998054474708171,-0.90792453289032,0.41913366317749,0,0,0
